"nxtbrth1","nxtbrth2","rminor","cpermpg","stfloca","chngloca","blngloca","chatnb","ccnthum","ccrdprs","wrclmch","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtdgcla","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imacflp","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgblge","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","vteurmmb","vteubcmb","hhmmb","hhmmb15","gndr","mbrn","yrbrn","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","mbrn2","mbrn3","mbrn4","mbrn5","mbrn6","mbrn7","mbrn8","mbrn9","yrbrn2","yrbrn3","yrbrn4","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshpsts","lvgptnea","dvrcdeva","marsts","chldhhe","domicil","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","crpdwk","pdjobev","pdjobyr","emplrel","emplno","wrkctrb","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","tporgwk","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hincfilt","hinctnta","hincfel","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","emprelp","wkhtotp","emprf14","occf14b","emprm14","occm14b","atncrse","optftr","fltdpr","slprl","wrhpp","fltlnl","enjlf","fltsd","cldgng","enrglot","fltanx","fltpcfl","lchshcp","dngval","hrmcnt","pplahlp","trtrsp","tnapsur","sedirlf","rehlppl","prhlppl","dgwtva","achgoal","flsfsec","clcnppl","clcnpla","dprfgd","acqcomp","kndhtm","hrmlife","dstpwir","hlpprct","ogendas","wbwlkpl","runtint","qfimedu","qfimlng","qfimchr","qfimwht","imtcjob","imbleco","imwbcrm","imdetbs","imdetmr","shrrfg","rfgawrk","gvrfgap","rfgdtcn","noimbro","gvtrimg","rlgueim","dfegcf","dfegcon","dfeghbg","etglint","etghwrk","cultbtr","prtnclt","aljewlv","almuslv","admim","alcewr","alceup","almmewr","almmeup","ipdopin","ipstst","ipplea","ipnpea","ipbesuc","ipetrju","ippoco","iphumb","ipprenv","ipnhum","ipnexp","iphppcl","ipwlth","ipprsaf","iptlppl","ipnvreg","ipmadec","ipftrad","ippconf","ipacrec","scresuq","scresrla","scastqc","scawhp","scasd","scappil","scaorel","scanrel","scafw","scanap","scana","sckaun","sckaacc","sckard","sckarhm","sckadec","sckareq","sckaoth","sckanap","sckana","recon","scmpqst","decnum","mode","idno","cntry","inwds","ainws","einwe"
1,2,9,7,9,3,4,3,5,0,4,8441,1,6243,6,88,9,1,7,1,3,4,0,2,10,4,4,9,6,3,1,7,1,1,1,7,7,7,1,7,99,1,1,5,99,10,1,2,3,3,5,7,7,3,4,1,7,1,99,4,77,7,88,5,4,9,8,3,9,4,77,2,8,5,1,88,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,7,8,8888,9,9,9,65,88,7,83,3,418,4916,7,9,7,2,2,6,8,9,99,77,88,66,66,88,88,88,9999,6666,6666,7777,8888,6666,6666,6666,6,77,66,88,6,3,77,66,77,7,8,4,9,2,91,0,0,1,0,1,1,0,0,1,0,0,0,2,8,2,6666,9,77777,3,6,6,88888,4,1,666,777,6,8,2,1,8,3,88,1,8,1,1,1,1,0,1,1,1,1,0,0,0,0,0,99,2,8,666,7,3,4,77,1,9,3,2,1,9,1,8,4,8,1,8,9,8,7,4,4,5,1,5,1,8,1,4,2,8,7,8,8,6,7,8,3,5,1,0,9,10,10,1,88,3,4,7,8,8,8,4,674,7,77,2,88,5,8,7,2,7,4,1,2,9,8,1,3,5,4,5,1,2,8,5,4,3,5,4,4,8,2,2,9,3,6,7,4,6,4,6,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,7,NA,NA,4,401318,"NL","26-02-2025 09:58:56","26-02-2025 09:58:56","26-02-2025 12:33:29"
2,1,2,6,2,1,9,8,3,7,8,2138,8,5233,6,88,8,1,9,2,5,1,6,4,6,1,5,5,4,1,9,7,2,7,8,2,9,7,7,7,9,88,77,88,0,1,99,9,1,3,3,0,5,1,2,8,7,9,6,7,1,4,7,88,2,1,4,7,7,2,0,7,7,77,99,6,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,2,9999,9,9,9,55,77,58,7,8,123,6993,6,9,7,1,8,2,8,2,77,99,77,66,99,77,77,88,9999,9999,9999,8888,6666,9999,9999,7777,99,77,77,99,3,1,99,5,1,8,1,6,2,7,51,1,0,0,1,1,0,1,0,0,0,0,1,2,2,6,8888,9,88888,8,9,7,66666,99,66,666,777,1,7,9,8,7,2,7,2,77,7,0,1,1,1,1,1,0,0,1,0,0,0,0,2,9,1,999,4,66,4,3,7,9,8,4,4,7,2,1,4,2,8,4,1,8,6,2,1,6,1,3,1,9,6,0,4,9,7,0,9,4,3,8,1,1,7,77,9,6,6,5,3,88,4,99,8,5,3,1,661,4,6,2,2,0,4,2,2,9,2,8,1,2,9,7,7,8,5,4,4,4,1,4,7,2,3,5,4,6,2,6,1,4,4,1,8,4,4,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,9,NA,NA,3,401319,"NL","14-01-2025 20:18:48","14-01-2025 20:18:48","14-01-2025 22:54:11"
2,9,1,7,3,7,3,9,2,7,1,6467,7,3599,99,3,6,1,5,8,5,1,5,1,7,7,88,99,3,8,1,7,7,8,9,2,2,7,2,8,10,0,2,7,6,0,99,4,3,9,9,2,1,8,3,2,9,4,2,10,6,4,2,6,2,8,2,9,8,88,88,9,6,1,2,6,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,8,7,9999,1,7,7,65,65,7,64,6,367,7249,8,2,1,1,1,1,2,8,66,88,66,99,66,77,99,77,9999,8888,7777,6666,8888,7777,7777,9999,66,5,99,1,1,6,5,2,66,6,7,1,2,9,10,1,1,1,1,0,1,0,0,1,0,0,1,3,7,1,6666,3,77777,3,2,9,66666,4,77,999,666,77,9,9,7,1,2,8,9,7,4,0,0,0,1,1,1,0,0,0,0,0,0,0,3,7,7,888,7,99,8,3,8,9,1,2,2,9,9,4,4,4,9,9,4,9,1,5,1,7,8,0,1,5,4,0,7,3,4,6,0,4,9,9,7,3,7,2,7,8,77,1,7,10,5,4,4,9,8,1,855,4,3,2,5,77,3,3,4,1,7,9,4,1,1,3,9,5,5,6,9,2,7,2,1,3,5,1,6,4,6,4,3,1,1,3,2,2,6,6,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,3,NA,NA,9,401320,"GB","16-01-2025 04:12:49","16-01-2025 04:12:49","16-01-2025 04:58:58"
6,9,2,2,2,7,1,3,99,6,7,8172,1,4689,2,4,5,9,8,2,1,9,7,8,9,0,88,6,99,2,8,8,7,7,2,9,1,2,8,9,88,2,3,3,5,10,5,7,8,3,5,88,2,7,7,9,3,4,6,1,88,6,6,99,3,8,3,3,7,88,6,1,8,1,88,99,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,2,6666,7,1,2,33,1,72,10,4,444,1981,8,6,1,7,1,6,1,8,88,77,99,99,66,88,66,99,9999,7777,7777,9999,9999,7777,8888,7777,88,2,3,77,66,1,2,1,66,1,1,6,8,3,88,0,0,1,1,1,1,1,0,1,0,0,0,9,8,1,7777,9,99999,3,3,9,77777,1,88,888,666,88,6,2,9,2,7,2,1,77,4,1,0,1,1,0,1,1,0,1,0,1,0,1,6,9,6,777,9,9,9,88,1,9,8,9,9,8,8,8,2,4,3,9,3,1,2,7,6,88,5,5,0,6,6,3,3,8,9,9,8,8,4,7,7,9,8,1,9,99,99,77,1,10,88,9,3,8,4,4,670,7,10,8,1,77,1,1,2,9,1,4,9,8,4,3,8,3,9,7,4,6,6,4,1,3,3,7,7,6,1,6,1,3,1,9,4,6,9,6,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,8,14007513600,NA,2,401321,"GB","24-02-2025 02:39:26","24-02-2025 02:39:26","24-02-2025 03:29:20"
1,9,2,1,9,7,5,6,2,10,9,3833,9,914,99,2,4,8,4,5,2,3,99,1,8,3,88,3,77,2,1,1,9,2,2,9,2,8,7,2,4,1,99,4,7,5,6,9,7,7,2,10,2,2,1,7,7,9,7,10,3,10,88,6,3,8,4,1,2,3,4,9,7,7,88,3,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8,9,6666,9,8,1,2,99,13,40,3,261,9501,7,8,7,1,1,8,1,7,66,99,99,99,99,88,66,66,9999,8888,7777,9999,6666,7777,6666,8888,4,5,6,77,99,99,88,6,77,7,8,4,7,3,79,0,1,0,1,0,1,0,1,0,0,0,0,2,7,7,9999,3,99999,3,9,6,77777,0,77,555,666,4,7,9,9,1,3,8,9,3,8,0,1,1,0,1,0,1,0,1,0,0,0,0,2,9,8,999,4,77,1,99,8,9,3,7,3,7,7,3,2,2,3,9,3,9,8,7,5,6,6,9,5,3,2,3,1,6,5,7,9,6,6,9,7,7,8,99,10,7,0,88,5,6,9,9,3,7,8,8,39,4,6,3,77,1,7,4,4,8,9,4,1,2,9,2,3,1,5,2,4,6,6,3,2,1,3,6,3,5,5,1,6,5,3,3,4,2,3,9,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,4,NA,NA,4,401322,"GB","18-01-2025 23:13:44","18-01-2025 23:13:44","19-01-2025 00:05:42"
2,6,2,8,4,8,9,9,5,66,8,4369,2,8522,77,99,7,1,1,9,4,1,7,77,4,99,6,4,9,3,1,9,8,8,1,8,1,1,9,4,1,5,10,3,6,3,8,2,4,9,9,5,2,5,4,8,4,2,1,77,4,3,88,2,9,9,1,4,1,6,99,7,7,0,88,2,7,1,0,0,1,0,1,0,0,1,0,0,0,1,1,9,2,7777,1,7,1,44,88,8,19,1,121,4089,2,1,2,2,2,6,8,2,66,99,88,77,99,77,77,66,9999,8888,8888,8888,8888,9999,9999,9999,2,77,5,88,1,4,99,99,99,1,8,5,8,1,87,0,0,0,0,0,1,0,0,0,0,0,0,5,2,8,9999,3,88888,2,6,6,99999,99,1,777,999,6,9,7,8,2,3,1,1,88,2,1,1,1,1,0,1,1,0,1,0,0,0,1,3,8,1,999,8,2,4,88,2,9,1,2,2,1,1,4,3,7,7,1,2,5,6,1,8,6,88,8,6,4,5,1,6,3,2,9,7,5,0,2,2,8,4,0,88,1,8,99,7,2,99,6,1,3,9,9,262,9,77,1,88,6,3,4,8,7,3,7,2,7,9,3,4,4,4,4,4,6,4,3,8,4,7,6,4,6,5,5,8,7,6,4,4,1,1,6,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,4,NA,NA,2,401323,"GB","06-02-2025 09:45:56","06-02-2025 09:45:56","06-02-2025 10:56:58"
1,6,6,2,8,9,8,7,88,99,6,3804,2,14,6,2,77,7,8,3,8,5,0,9,2,10,0,3,8,7,7,1,1,8,8,8,7,7,9,2,88,3,0,77,10,1,10,3,4,3,8,88,5,9,3,4,2,7,8,9,77,99,1,0,8,7,7,5,1,88,7,8,8,9,6,6,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,9,1,7777,1,1,2,44,33,78,72,8,432,6382,6,2,1,8,2,9,6,1,66,66,66,66,88,66,77,99,9999,9999,7777,9999,7777,6666,8888,9999,3,4,3,3,99,4,6,6,1,8,7,5,2,7,61,1,1,1,0,0,0,1,1,0,0,0,0,8,1,8,9999,9,88888,8,7,7,77777,5,6,555,999,6,1,7,1,1,3,3,3,1,8,0,0,0,1,1,0,1,1,0,0,1,0,1,1,8,1,888,3,2,2,77,1,4,4,3,4,4,3,7,4,4,7,7,3,5,1,4,5,1,1,1,0,9,7,7,9,4,4,3,3,9,7,7,7,9,7,8,8,0,4,1,0,10,5,7,8,3,4,4,873,3,7,9,3,9,4,7,3,2,2,7,4,3,6,1,8,4,4,3,5,9,3,4,6,3,4,4,5,5,2,6,5,2,5,6,4,6,2,2,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,NA,NA,1,401324,"GB","05-02-2025 08:42:34","05-02-2025 08:42:34","05-02-2025 10:37:21"
6,1,9,4,5,9,8,4,88,10,7,4130,9,8538,77,0,7,3,4,5,8,3,1,2,2,77,5,1,4,7,8,7,2,1,1,2,1,2,1,9,99,88,88,9,5,4,10,9,3,7,1,7,7,5,2,3,4,4,99,8,4,6,4,6,7,9,9,5,1,2,99,8,7,0,4,3,7,0,1,1,1,0,0,1,0,1,0,0,0,1,1,7,1,9999,8,8,1,1,77,48,61,9,187,6083,8,1,9,1,7,1,6,2,77,88,99,99,77,77,77,77,6666,8888,9999,8888,7777,6666,7777,6666,77,5,2,3,1,66,6,77,6,6,9,6,7,1,22,1,0,1,1,1,1,0,1,1,0,0,0,99,8,6,6666,6,66666,7,6,6,99999,8,9,666,999,3,2,9,1,6,2,3,1,6,2,0,0,0,0,0,1,1,1,1,0,0,0,1,6,2,1,888,1,4,3,4,9,9,9,1,9,1,4,4,4,9,3,2,2,8,1,8,4,9,10,0,5,2,6,3,4,5,1,1,8,0,4,8,1,5,8,88,99,4,10,6,3,2,88,6,5,7,1,5,831,7,4,9,3,1,3,8,1,7,7,9,4,6,3,9,3,2,1,2,6,2,3,3,4,6,3,5,8,1,5,3,1,3,4,1,3,9,6,6,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,2,NA,NA,2,401325,"GB","18-02-2025 12:50:49","18-02-2025 12:50:49","18-02-2025 13:45:03"
9,1,6,6,5,1,4,6,4,8,1,1717,2,7925,10,6,8,8,9,3,3,9,2,0,7,0,9,4,99,9,1,1,1,9,1,2,8,9,9,1,99,4,6,5,7,99,6,9,8,2,4,5,4,1,2,1,8,8,5,88,0,0,6,0,4,1,1,9,9,99,8,8,9,88,7,4,8,1,1,1,0,0,1,0,0,1,1,0,0,1,1,2,1,8888,7,2,2,77,65,83,63,9,243,7950,1,8,7,2,2,9,8,7,88,88,88,77,66,99,88,77,9999,9999,7777,7777,8888,9999,6666,8888,2,3,88,77,1,3,77,3,4,6,2,1,1,2,73,0,0,1,1,0,0,0,0,0,0,0,1,9,9,6,8888,1,77777,2,6,1,88888,10,2,888,999,66,6,7,9,7,7,4,2,1,4,1,0,0,1,1,1,0,0,0,0,1,0,0,88,6,1,666,2,88,7,1,2,4,8,3,1,2,4,3,7,1,9,1,9,4,8,3,4,1,2,3,2,8,4,9,2,7,8,0,9,5,5,1,1,8,4,9,1,77,7,9,5,6,9,7,8,7,8,3,111,2,4,3,88,77,2,3,1,3,1,7,3,4,6,4,7,7,1,4,4,6,5,5,1,6,1,6,6,1,7,1,4,6,6,3,3,4,6,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,5,NA,NA,3,401326,"GB","17-02-2025 20:51:09","17-02-2025 20:51:09","17-02-2025 23:42:54"
1,1,6,3,4,7,7,7,3,3,4,136,2,6482,5,3,1,9,7,8,4,9,9,99,4,1,77,5,0,7,1,1,8,1,2,8,9,9,7,8,99,99,2,6,77,3,4,5,2,9,8,7,3,9,2,4,4,2,77,1,1,9,99,1,3,7,3,9,1,77,88,8,6,6,4,88,7,1,0,0,1,1,1,1,0,0,0,0,0,0,1,7,7,9999,1,8,1,65,1,26,76,6,416,9284,6,2,8,9,7,1,9,7,88,99,88,88,66,99,66,77,6666,9999,6666,6666,7777,8888,8888,9999,99,77,77,66,3,99,6,77,4,1,7,4,6,9,30,0,0,0,1,1,1,1,0,1,0,0,0,5,2,6,9999,6,88888,3,6,7,66666,2,6,777,888,1,9,2,9,8,2,6,9,4,4,1,0,0,0,1,1,1,0,1,0,0,0,1,9,6,8,666,3,8,9,66,7,9,3,1,8,9,1,2,9,1,1,9,1,1,1,1,0,2,2,2,1,9,5,1,6,0,7,5,5,7,5,7,2,4,5,8,3,3,3,1,10,2,1,7,7,9,8,4,770,5,99,8,6,0,7,1,1,1,3,3,9,6,2,1,9,5,8,3,6,4,1,5,1,3,6,1,6,3,3,1,5,3,5,6,4,9,4,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,9,NA,NA,3,401327,"NL","05-02-2025 10:30:41","05-02-2025 10:30:41","05-02-2025 10:58:28"
2,2,1,2,8,4,4,4,5,9,4,622,8,7889,8,5,99,2,8,5,8,1,4,2,9,9,0,3,6,8,7,2,2,7,2,8,2,7,8,6,9,7,10,8,3,77,10,4,2,1,7,2,2,3,2,1,1,1,88,6,77,10,6,88,5,1,9,4,3,99,4,9,2,1,6,3,8,0,1,0,0,1,0,0,0,1,0,0,0,0,1,9,8,8888,9,7,9,33,88,63,50,3,421,2145,9,1,9,8,2,9,2,7,88,66,88,88,66,99,99,77,8888,9999,6666,9999,8888,6666,7777,8888,1,1,99,88,3,4,88,5,77,1,8,66,7,5,81,0,1,1,0,0,0,1,1,0,0,0,1,88,2,6,6666,6,99999,2,2,1,88888,3,2,888,777,88,7,2,9,9,7,7,1,88,8,1,1,1,1,0,1,1,1,0,0,0,0,1,6,8,8,666,3,4,8,6,7,4,7,3,4,3,3,8,1,3,9,3,3,5,7,7,5,10,2,4,1,9,3,7,8,1,3,5,8,7,4,4,7,5,1,77,2,6,77,9,5,0,99,5,4,1,1,2,203,5,77,3,77,5,9,3,2,3,9,2,4,8,9,8,2,5,3,1,4,5,3,3,5,9,6,6,1,6,1,1,5,6,8,2,9,3,5,2,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,3,NA,NA,3,401328,"NL","06-02-2025 15:36:40","06-02-2025 15:36:40","06-02-2025 17:10:50"
9,2,9,1,1,9,5,7,88,2,3,6228,8,5946,7,10,1,7,4,8,1,8,3,77,2,4,10,7,8,7,9,2,1,1,2,7,9,9,8,1,6,6,0,8,3,99,0,5,5,7,1,5,9,7,1,2,2,1,8,8,88,2,99,5,8,7,4,4,9,99,88,2,6,3,4,2,9,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,6666,1,8,2,33,55,16,1,6,79,7081,1,9,9,6,1,1,9,6,77,77,99,99,99,77,77,88,6666,7777,8888,6666,8888,7777,8888,9999,66,5,2,88,3,66,5,2,3,8,2,77,1,5,76,1,1,1,0,0,0,1,1,0,0,0,0,8,2,1,9999,8,77777,9,1,7,66666,6,3,555,888,3,1,1,8,2,7,4,3,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,3,666,9,2,8,7,2,9,3,2,8,8,3,1,1,9,7,3,5,9,2,2,2,88,0,3,1,6,9,6,7,0,1,8,9,6,1,8,4,4,4,5,77,10,88,1,10,4,3,10,3,3,3,5,241,2,6,9,4,0,3,1,8,2,2,9,9,8,3,7,3,1,4,3,1,1,8,1,2,4,4,5,6,4,6,6,3,3,5,1,6,3,5,9,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,5,NA,NA,2,401329,"GB","23-01-2025 00:05:55","23-01-2025 00:05:55","23-01-2025 02:45:35"
2,9,9,1,7,1,3,5,3,88,5,3220,8,7315,10,88,99,3,1,3,9,3,3,6,3,3,0,99,2,1,1,9,8,8,8,2,1,7,9,4,9,10,88,1,10,8,10,1,2,2,8,1,9,5,2,9,3,4,8,1,0,88,77,88,8,2,2,3,2,0,6,1,7,5,99,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,8,2,8888,9,8,2,55,55,53,38,7,187,5274,1,6,8,2,8,1,1,2,99,66,77,66,88,88,88,99,6666,9999,8888,7777,6666,6666,9999,8888,99,6,77,99,2,4,4,2,6,9,2,6,7,8,60,0,1,0,0,0,1,1,1,1,0,0,0,8,6,9,8888,2,99999,2,9,8,66666,4,66,777,888,66,9,2,9,2,3,1,9,10,7,0,1,0,0,1,0,1,0,0,0,1,0,0,7,2,8,888,7,88,8,88,8,9,2,3,4,1,4,1,9,9,7,3,5,7,5,5,8,9,7,3,4,1,1,3,6,3,1,6,7,4,3,2,9,5,3,0,8,0,6,1,1,8,3,5,4,9,7,8,690,8,1,9,99,4,8,1,1,3,7,7,4,7,7,3,2,1,8,6,2,1,2,2,2,7,1,4,2,5,4,9,3,6,5,9,1,4,5,9,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,NA,345,3,401330,"NL","17-02-2025 01:07:46","17-02-2025 01:07:46","17-02-2025 02:42:23"
9,1,1,5,3,7,4,1,4,5,5,5849,7,533,4,2,3,3,7,3,2,3,0,8,10,77,9,6,9,8,2,1,7,8,8,1,9,8,8,4,2,1,9,9,7,77,10,2,8,1,5,1,2,9,4,4,8,2,88,1,1,77,6,88,9,1,3,1,1,5,1,2,7,6,5,2,8,1,0,1,0,0,0,0,0,1,1,0,0,1,1,9,7,8888,1,9,9,1,33,73,53,5,370,7226,6,6,8,2,6,2,6,9,88,88,77,77,99,88,88,99,8888,9999,8888,9999,6666,8888,9999,6666,6,99,1,2,4,99,77,5,77,7,2,99,8,3,75,1,1,1,0,1,0,0,0,0,0,0,0,2,6,6,9999,1,77777,7,5,2,99999,8,10,666,777,5,1,2,2,2,2,6,3,3,8,1,0,0,1,0,1,1,0,0,0,0,0,1,3,1,9,888,8,5,1,9,2,9,4,3,9,2,8,9,9,9,3,3,5,4,0,1,9,8,77,5,0,8,4,2,9,6,2,7,3,5,2,9,9,7,9,6,8,3,3,2,99,8,88,1,7,9,3,8,632,4,3,2,77,3,9,7,8,4,7,8,9,3,4,4,7,1,5,1,8,6,6,8,6,4,1,4,3,5,6,2,5,5,3,3,3,3,5,6,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,4,NA,NA,4,401331,"NL","20-01-2025 14:39:38","20-01-2025 14:39:38","20-01-2025 16:43:53"
6,6,9,3,3,3,3,2,77,88,5,7376,7,1596,0,10,3,2,9,3,4,3,1,10,10,1,5,9,8,9,1,9,1,8,1,9,7,1,2,4,88,3,9,4,10,7,9,8,5,1,8,1,7,9,7,2,7,8,2,99,6,88,6,99,7,9,4,4,9,8,88,2,1,99,2,6,2,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,9,9999,9,1,8,65,65,9,90,6,54,8539,1,1,9,8,8,9,2,1,99,88,66,99,88,77,66,66,6666,6666,7777,7777,7777,9999,9999,6666,1,3,99,5,66,77,3,3,1,2,8,2,1,7,30,0,1,1,1,1,1,1,0,0,0,0,1,2,9,2,8888,2,66666,8,4,8,77777,9,9,888,666,66,6,1,6,6,7,3,3,5,8,0,1,1,0,0,0,0,0,1,0,0,0,1,77,8,1,999,2,77,1,7,8,2,7,8,9,7,1,7,7,9,4,3,1,1,0,0,1,3,3,6,9,2,9,7,6,3,2,2,1,6,9,1,9,3,2,99,5,99,88,77,4,7,7,10,5,3,2,5,174,5,10,9,3,1,9,9,1,2,9,4,1,1,2,9,2,1,8,4,6,5,8,4,7,4,7,6,6,2,2,5,8,9,6,6,1,4,3,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,NA,NA,2,401332,"NL","27-01-2025 21:54:06","27-01-2025 21:54:06","27-01-2025 22:53:37"
1,2,6,5,7,2,5,7,2,1,6,5480,8,7470,7,7,5,8,9,3,5,1,9,10,99,10,88,2,2,1,1,9,8,7,7,9,8,8,8,8,3,10,3,9,6,4,2,1,4,5,8,9,7,1,3,4,1,7,3,77,5,5,77,5,3,7,4,7,1,2,77,1,9,0,2,77,2,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,2,7777,2,9,7,2,88,40,78,5,76,8434,8,2,1,6,7,8,1,7,99,99,88,88,66,66,88,66,9999,9999,6666,6666,6666,6666,7777,6666,3,66,3,99,4,4,6,66,66,1,7,4,8,9,76,1,1,1,1,0,1,0,1,0,0,0,1,1,8,9,6666,3,88888,6,4,7,88888,7,5,777,777,4,8,2,6,1,2,3,1,1,3,0,0,0,0,1,1,0,1,0,0,1,0,0,99,6,1,666,8,5,3,9,7,9,9,3,2,9,9,7,7,2,8,1,5,5,8,4,9,10,1,3,3,4,5,1,3,5,8,6,6,6,4,3,2,9,1,6,3,10,99,0,7,1,10,9,7,1,5,3,703,1,99,1,4,1,8,2,2,8,8,2,1,2,6,1,3,2,6,5,7,5,4,4,3,2,9,3,3,6,8,1,6,4,1,1,3,3,9,2,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,3,NA,NA,3,401333,"GB","24-01-2025 16:25:21","24-01-2025 16:25:21","24-01-2025 17:38:54"
1,9,1,4,7,8,8,4,5,3,5,4550,4,5174,7,77,9,2,1,5,3,4,6,0,6,8,6,77,3,7,8,8,7,9,8,9,1,8,2,1,5,4,4,8,77,8,8,1,7,7,2,1,9,4,1,1,4,7,6,8,6,99,5,77,8,9,1,7,8,6,2,9,6,10,77,5,8,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,7,7777,2,2,2,44,99,82,81,4,31,7048,2,1,6,7,2,8,6,8,66,88,99,66,99,99,77,88,9999,8888,7777,8888,7777,9999,9999,6666,5,5,88,66,4,3,2,6,2,6,1,6,2,5,35,0,1,0,1,0,0,0,1,0,0,0,0,66,1,9,7777,7,77777,2,2,9,88888,7,10,999,666,77,9,7,8,2,9,77,1,2,2,1,0,0,0,1,0,1,0,0,0,1,0,1,88,2,3,888,1,4,1,5,7,9,8,8,1,2,1,3,1,4,3,7,4,4,9,8,3,6,3,3,3,6,9,9,6,2,9,6,5,0,4,8,7,3,8,6,99,8,8,1,7,3,99,7,5,8,2,9,173,3,3,7,77,5,1,8,2,1,9,3,2,2,8,2,1,3,4,5,4,4,2,6,3,1,3,1,1,2,5,1,1,3,2,4,5,6,1,2,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,NA,123,9,401334,"GB","02-02-2025 21:26:35","02-02-2025 21:26:35","02-02-2025 23:55:21"
